date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:28:01	3418/3418	---M--	200	added ('OK')	image/gif	etag:%22e5e45bb-d5a-5341f47747bc0%22	http://www.kingspec.com.cn/images/columns/nav-sec-bg.gif	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/images/columns/nav-sec-bg.gif	(from http://www.kingspec.com.cn/styles/page_index.min.css?t=1476062166881.css)
15:28:01	1355/1355	---M--	200	added ('OK')	image/png	etag:%22f75288f-54b-5341f482b96c0%22	http://www.kingspec.com.cn/images/img/s01.png	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/images/img/s01.png	(from http://www.kingspec.com.cn/styles/page_index.min.css?t=1476062166881.css)
15:28:01	1034/1034	---M--	200	added ('OK')	image/png	etag:%22f752890-40a-5341f482b96c0%22	http://www.kingspec.com.cn/images/img/s011.png	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/images/img/s011.png	(from http://www.kingspec.com.cn/styles/page_index.min.css?t=1476062166881.css)
15:28:02	1349/1349	---M--	200	added ('OK')	image/png	etag:%22f752893-545-53421f2e1c240%22	http://www.kingspec.com.cn/images/img/s022.png	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/images/img/s022.png	(from http://www.kingspec.com.cn/styles/page_index.min.css?t=1476062166881.css)
15:28:02	1217/1217	---M--	200	added ('OK')	image/gif	etag:%22bcbf923-4c1-5341f47df4b80%22	http://www.kingspec.com.cn/images/products/icon-07.gif	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/images/products/icon-07.gif	(from http://www.kingspec.com.cn/styles/page_index.min.css?t=1476062166881.css)
15:28:03	1212/1212	---M--	200	added ('OK')	image/gif	etag:%22bcbf924-4bc-5341f47df4b80%22	http://www.kingspec.com.cn/images/products/icon-08.gif	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/images/products/icon-08.gif	(from http://www.kingspec.com.cn/styles/page_index.min.css?t=1476062166881.css)
15:28:03	403/403	---M--	200	added ('OK')	image/gif	etag:%22bcbf925-193-5341f47df4b80%22	http://www.kingspec.com.cn/images/products/icon-09.gif	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/images/products/icon-09.gif	(from http://www.kingspec.com.cn/styles/page_index.min.css?t=1476062166881.css)
15:28:03	381/381	---M--	200	added ('OK')	image/gif	etag:%22bcbf927-17d-5341f47df4b80%22	http://www.kingspec.com.cn/images/products/icon-10.gif	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/images/products/icon-10.gif	(from http://www.kingspec.com.cn/styles/page_index.min.css?t=1476062166881.css)
15:28:04	2560/2560	---M-Z	404	error ('Not%20Found')	text/html	etag:%2231f4f04-a00-4f62dfa9d54e6%22	http://www.kingspec.com.cn/images/cjq/p_bg.jpg	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/images/cjq/p_bg.ef.delayed	(from http://www.kingspec.com.cn/styles/page_index.min.css?t=1476062166881.css)
15:28:04	317/317	---M--	200	added ('OK')	image/gif	etag:%22cbe7b3f-13d-5341f47df4b80%22	http://www.kingspec.com.cn/images/products/size_bg.gif	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/images/products/size_bg.gif	(from http://www.kingspec.com.cn/styles/page_index.min.css?t=1476062166881.css)
15:28:05	766/766	---M--	200	added ('OK')	image/gif	etag:%22b5b37de-2fe-5341f47d00940%22	http://www.kingspec.com.cn/images/products/btn-blue1-02.gif	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/images/products/btn-blue1-02.gif	(from http://www.kingspec.com.cn/styles/page_index.min.css?t=1476062166881.css)
15:28:05	534/534	---M--	200	added ('OK')	image/gif	etag:%22108cfd40-216-5341f47d00940%22	http://www.kingspec.com.cn/images/products/btn-gray1-02.gif	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/images/products/btn-gray1-02.gif	(from http://www.kingspec.com.cn/styles/page_index.min.css?t=1476062166881.css)
15:28:05	559/559	---M--	200	added ('OK')	image/gif	etag:%22108cfd41-22f-5341f47d00940%22	http://www.kingspec.com.cn/images/products/btn-gray1-03.gif	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/images/products/btn-gray1-03.gif	(from http://www.kingspec.com.cn/styles/page_index.min.css?t=1476062166881.css)
15:28:06	1180/1180	---M--	200	added ('OK')	image/gif	etag:%22946baf6-49c-5341f47df4b80%22	http://www.kingspec.com.cn/images/products/pop-top.gif	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/images/products/pop-top.gif	(from http://www.kingspec.com.cn/styles/page_index.min.css?t=1476062166881.css)
15:28:06	473/473	---M--	200	added ('OK')	image/gif	etag:%22e314a0c-1d9-5341f47d00940%22	http://www.kingspec.com.cn/images/products/close.gif	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/images/products/close.gif	(from http://www.kingspec.com.cn/styles/page_index.min.css?t=1476062166881.css)
15:28:06	659/659	---M--	200	added ('OK')	image/gif	etag:%22e314a0b-293-5341f47d00940%22	http://www.kingspec.com.cn/images/products/close-hover.gif	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/images/products/close-hover.gif	(from http://www.kingspec.com.cn/styles/page_index.min.css?t=1476062166881.css)
15:28:07	79/79	---M--	200	added ('OK')	image/gif	etag:%22946baed-4f-5341f47df4b80%22	http://www.kingspec.com.cn/images/products/pop-bg.gif	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/images/products/pop-bg.gif	(from http://www.kingspec.com.cn/styles/page_index.min.css?t=1476062166881.css)
15:28:07	634/634	---M--	200	added ('OK')	image/gif	etag:%22946baf0-27a-5341f47df4b80%22	http://www.kingspec.com.cn/images/products/pop-bottom.gif	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/images/products/pop-bottom.gif	(from http://www.kingspec.com.cn/styles/page_index.min.css?t=1476062166881.css)
15:28:08	429/429	---M--	200	added ('OK')	image/gif	etag:%22b5b37d9-1ad-5341f47d00940%22	http://www.kingspec.com.cn/images/products/ad-close-01.gif	C:/My%20Web%20Sites/kingpsecen/ENKINGFAST/www.kingspec.com.cn/images/products/ad-close-01.gif	(from http://www.kingspec.com.cn/styles/page_index.min.css?t=1476062166881.css)
